Date,Price
2019-01-02,3.79
2019-01-09,3.80
2019-01-16,3.77
2019-01-23,3.79
2019-01-30,3.79
2019-02-06,3.78
2019-02-13,3.76
2019-02-20,3.73
2019-02-27,3.71
2019-03-06,3.70
2019-03-13,3.68
2019-03-20,3.74
2019-03-27,3.72
2019-04-03,3.63
2019-04-10,3.60
2019-04-17,3.60
2019-04-24,3.50
2019-05-01,3.65
2019-05-08,3.60
2019-05-15,3.71
2019-05-22,3.94
2019-05-29,4.21
2019-06-05,4.20
2019-06-12,4.34
2019-06-19,4.48
2019-06-26,4.42
2019-07-03,4.28
2019-07-10,4.42
2019-07-17,4.34
2019-07-24,4.21
2019-07-31,4.04
2019-08-07,4.07
2019-08-14,3.68
2019-08-21,3.62
2019-08-28,3.63
2019-09-04,3.59
2019-09-11,3.62
2019-09-18,3.71
2019-09-25,3.73
2019-10-02,3.89
2019-10-09,3.91
2019-10-16,3.94
2019-10-23,3.88
2019-10-30,3.88
2019-11-06,3.79
2019-11-13,3.75
2019-11-20,3.68
2019-11-27,3.73
2019-12-04,3.79
2019-12-11,3.77
2019-12-18,3.88
2019-12-25,3.89
